name,email,password,role,roll_no,department
Student 812,student812@citchennai.net,password123,STUDENT,23ECE812,ECE
Student 813,student813@citchennai.net,password123,STUDENT,21CSE813,CSE
Student 814,student814@citchennai.net,password123,STUDENT,23MECH814,MECH
Student 815,student815@citchennai.net,password123,STUDENT,23CSE815,CSE
Student 816,student816@citchennai.net,password123,STUDENT,23CSE816,CSE
Student 817,student817@citchennai.net,password123,STUDENT,22BME817,BME
Student 818,student818@citchennai.net,password123,STUDENT,23BME818,BME
Student 819,student819@citchennai.net,password123,STUDENT,22CIVIL819,CIVIL
Student 820,student820@citchennai.net,password123,STUDENT,22AI-DS820,AI-DS
Student 821,student821@citchennai.net,password123,STUDENT,22CIVIL821,CIVIL
Student 822,student822@citchennai.net,password123,STUDENT,24CIVIL822,CIVIL
Student 823,student823@citchennai.net,password123,STUDENT,23MECH823,MECH
Student 824,student824@citchennai.net,password123,STUDENT,23BME824,BME
Student 825,student825@citchennai.net,password123,STUDENT,24EEE825,EEE
Student 826,student826@citchennai.net,password123,STUDENT,24EEE826,EEE
Student 827,student827@citchennai.net,password123,STUDENT,23ECE827,ECE
Student 828,student828@citchennai.net,password123,STUDENT,23BME828,BME
Student 829,student829@citchennai.net,password123,STUDENT,22IT829,IT
Student 830,student830@citchennai.net,password123,STUDENT,24CIVIL830,CIVIL
Student 831,student831@citchennai.net,password123,STUDENT,22MECH831,MECH
Student 832,student832@citchennai.net,password123,STUDENT,23ECE832,ECE
Student 833,student833@citchennai.net,password123,STUDENT,23CSE833,CSE
Student 834,student834@citchennai.net,password123,STUDENT,21MECH834,MECH
Student 835,student835@citchennai.net,password123,STUDENT,24EEE835,EEE
Student 836,student836@citchennai.net,password123,STUDENT,24MECH836,MECH
Student 837,student837@citchennai.net,password123,STUDENT,24CIVIL837,CIVIL
Student 838,student838@citchennai.net,password123,STUDENT,23ECE838,ECE
Student 839,student839@citchennai.net,password123,STUDENT,24ECE839,ECE
Student 840,student840@citchennai.net,password123,STUDENT,23AI-DS840,AI-DS
Student 841,student841@citchennai.net,password123,STUDENT,24EEE841,EEE
Student 842,student842@citchennai.net,password123,STUDENT,21AI-DS842,AI-DS
Student 843,student843@citchennai.net,password123,STUDENT,21BME843,BME
Student 844,student844@citchennai.net,password123,STUDENT,21IT844,IT
Student 845,student845@citchennai.net,password123,STUDENT,21ECE845,ECE
Student 846,student846@citchennai.net,password123,STUDENT,23CSE846,CSE
Student 847,student847@citchennai.net,password123,STUDENT,24ECE847,ECE
Student 848,student848@citchennai.net,password123,STUDENT,22AI-DS848,AI-DS
Student 849,student849@citchennai.net,password123,STUDENT,22BME849,BME
Student 850,student850@citchennai.net,password123,STUDENT,21BME850,BME
Student 851,student851@citchennai.net,password123,STUDENT,23AI-DS851,AI-DS
Student 852,student852@citchennai.net,password123,STUDENT,21BME852,BME
Student 853,student853@citchennai.net,password123,STUDENT,22AI-DS853,AI-DS
Student 854,student854@citchennai.net,password123,STUDENT,22AI-DS854,AI-DS
Student 855,student855@citchennai.net,password123,STUDENT,24ECE855,ECE
Student 856,student856@citchennai.net,password123,STUDENT,22AI-DS856,AI-DS
Student 857,student857@citchennai.net,password123,STUDENT,22IT857,IT
Student 858,student858@citchennai.net,password123,STUDENT,21CSE858,CSE
Student 859,student859@citchennai.net,password123,STUDENT,21BME859,BME
Student 860,student860@citchennai.net,password123,STUDENT,21MECH860,MECH
Student 861,student861@citchennai.net,password123,STUDENT,24CIVIL861,CIVIL
Student 862,student862@citchennai.net,password123,STUDENT,22CIVIL862,CIVIL
Student 863,student863@citchennai.net,password123,STUDENT,21ECE863,ECE
Student 864,student864@citchennai.net,password123,STUDENT,23BME864,BME
Student 865,student865@citchennai.net,password123,STUDENT,21BME865,BME
Student 866,student866@citchennai.net,password123,STUDENT,22IT866,IT
Student 867,student867@citchennai.net,password123,STUDENT,21IT867,IT
Student 868,student868@citchennai.net,password123,STUDENT,21IT868,IT
Student 869,student869@citchennai.net,password123,STUDENT,22ECE869,ECE
Student 870,student870@citchennai.net,password123,STUDENT,21AI-DS870,AI-DS
Student 871,student871@citchennai.net,password123,STUDENT,24IT871,IT
Student 872,student872@citchennai.net,password123,STUDENT,22ECE872,ECE
Student 873,student873@citchennai.net,password123,STUDENT,24CIVIL873,CIVIL
Student 874,student874@citchennai.net,password123,STUDENT,22CIVIL874,CIVIL
Student 875,student875@citchennai.net,password123,STUDENT,21BME875,BME
Student 876,student876@citchennai.net,password123,STUDENT,21ECE876,ECE
Student 877,student877@citchennai.net,password123,STUDENT,23EEE877,EEE
Student 878,student878@citchennai.net,password123,STUDENT,21ECE878,ECE
Student 879,student879@citchennai.net,password123,STUDENT,22MECH879,MECH
Student 880,student880@citchennai.net,password123,STUDENT,21EEE880,EEE
Student 881,student881@citchennai.net,password123,STUDENT,21MECH881,MECH
Student 882,student882@citchennai.net,password123,STUDENT,22CSE882,CSE
Student 883,student883@citchennai.net,password123,STUDENT,24MECH883,MECH
Student 884,student884@citchennai.net,password123,STUDENT,23BME884,BME
Student 885,student885@citchennai.net,password123,STUDENT,23BME885,BME
Student 886,student886@citchennai.net,password123,STUDENT,22CSE886,CSE
Student 887,student887@citchennai.net,password123,STUDENT,24AI-DS887,AI-DS
Student 888,student888@citchennai.net,password123,STUDENT,21BME888,BME
Student 889,student889@citchennai.net,password123,STUDENT,21AI-DS889,AI-DS
Student 890,student890@citchennai.net,password123,STUDENT,22ECE890,ECE
Student 891,student891@citchennai.net,password123,STUDENT,21IT891,IT
Student 892,student892@citchennai.net,password123,STUDENT,24ECE892,ECE
Student 893,student893@citchennai.net,password123,STUDENT,24AI-DS893,AI-DS
Student 894,student894@citchennai.net,password123,STUDENT,22ECE894,ECE
Student 895,student895@citchennai.net,password123,STUDENT,24EEE895,EEE
Student 896,student896@citchennai.net,password123,STUDENT,24CIVIL896,CIVIL
Student 897,student897@citchennai.net,password123,STUDENT,23CIVIL897,CIVIL
Student 898,student898@citchennai.net,password123,STUDENT,24CIVIL898,CIVIL
Student 899,student899@citchennai.net,password123,STUDENT,23BME899,BME
Student 900,student900@citchennai.net,password123,STUDENT,21ECE900,ECE
Student 901,student901@citchennai.net,password123,STUDENT,22ECE901,ECE
Student 902,student902@citchennai.net,password123,STUDENT,23AI-DS902,AI-DS
Student 903,student903@citchennai.net,password123,STUDENT,22EEE903,EEE
Student 904,student904@citchennai.net,password123,STUDENT,24AI-DS904,AI-DS
Student 905,student905@citchennai.net,password123,STUDENT,23CIVIL905,CIVIL
Student 906,student906@citchennai.net,password123,STUDENT,24MECH906,MECH
Student 907,student907@citchennai.net,password123,STUDENT,22CSE907,CSE
Student 908,student908@citchennai.net,password123,STUDENT,21CSE908,CSE
Student 909,student909@citchennai.net,password123,STUDENT,23CSE909,CSE
Student 910,student910@citchennai.net,password123,STUDENT,21MECH910,MECH
Student 911,student911@citchennai.net,password123,STUDENT,23IT911,IT
Student 912,student912@citchennai.net,password123,STUDENT,22CIVIL912,CIVIL
Student 913,student913@citchennai.net,password123,STUDENT,21BME913,BME
Student 914,student914@citchennai.net,password123,STUDENT,21ECE914,ECE
Student 915,student915@citchennai.net,password123,STUDENT,24IT915,IT
Student 916,student916@citchennai.net,password123,STUDENT,24BME916,BME
Student 917,student917@citchennai.net,password123,STUDENT,22AI-DS917,AI-DS
Student 918,student918@citchennai.net,password123,STUDENT,21ECE918,ECE
Student 919,student919@citchennai.net,password123,STUDENT,23CSE919,CSE
Student 920,student920@citchennai.net,password123,STUDENT,22IT920,IT
Student 921,student921@citchennai.net,password123,STUDENT,24CSE921,CSE
Student 922,student922@citchennai.net,password123,STUDENT,23EEE922,EEE
Student 923,student923@citchennai.net,password123,STUDENT,24CSE923,CSE
Student 924,student924@citchennai.net,password123,STUDENT,24AI-DS924,AI-DS
Student 925,student925@citchennai.net,password123,STUDENT,21CIVIL925,CIVIL
Student 926,student926@citchennai.net,password123,STUDENT,23MECH926,MECH
Student 927,student927@citchennai.net,password123,STUDENT,23EEE927,EEE
Student 928,student928@citchennai.net,password123,STUDENT,24CIVIL928,CIVIL
Student 929,student929@citchennai.net,password123,STUDENT,21EEE929,EEE
Student 930,student930@citchennai.net,password123,STUDENT,21ECE930,ECE
Student 931,student931@citchennai.net,password123,STUDENT,21MECH931,MECH
Student 932,student932@citchennai.net,password123,STUDENT,22EEE932,EEE
Student 933,student933@citchennai.net,password123,STUDENT,24IT933,IT
Student 934,student934@citchennai.net,password123,STUDENT,24ECE934,ECE
Student 935,student935@citchennai.net,password123,STUDENT,22IT935,IT
Student 936,student936@citchennai.net,password123,STUDENT,23CIVIL936,CIVIL
Student 937,student937@citchennai.net,password123,STUDENT,21BME937,BME
Student 938,student938@citchennai.net,password123,STUDENT,24CIVIL938,CIVIL
Student 939,student939@citchennai.net,password123,STUDENT,21EEE939,EEE
Student 940,student940@citchennai.net,password123,STUDENT,22IT940,IT
Student 941,student941@citchennai.net,password123,STUDENT,22BME941,BME
Student 942,student942@citchennai.net,password123,STUDENT,21ECE942,ECE
Student 943,student943@citchennai.net,password123,STUDENT,24BME943,BME
Student 944,student944@citchennai.net,password123,STUDENT,22ECE944,ECE
Student 945,student945@citchennai.net,password123,STUDENT,22EEE945,EEE
Student 946,student946@citchennai.net,password123,STUDENT,24CIVIL946,CIVIL
Student 947,student947@citchennai.net,password123,STUDENT,21ECE947,ECE
Student 948,student948@citchennai.net,password123,STUDENT,22AI-DS948,AI-DS
Student 949,student949@citchennai.net,password123,STUDENT,22AI-DS949,AI-DS
Student 950,student950@citchennai.net,password123,STUDENT,23AI-DS950,AI-DS
Student 951,student951@citchennai.net,password123,STUDENT,24CIVIL951,CIVIL
Student 952,student952@citchennai.net,password123,STUDENT,24CSE952,CSE
Student 953,student953@citchennai.net,password123,STUDENT,23MECH953,MECH
Student 954,student954@citchennai.net,password123,STUDENT,24AI-DS954,AI-DS
Student 955,student955@citchennai.net,password123,STUDENT,22IT955,IT
Student 956,student956@citchennai.net,password123,STUDENT,22AI-DS956,AI-DS
Student 957,student957@citchennai.net,password123,STUDENT,21CIVIL957,CIVIL
Student 958,student958@citchennai.net,password123,STUDENT,21AI-DS958,AI-DS
Student 959,student959@citchennai.net,password123,STUDENT,21BME959,BME
Student 960,student960@citchennai.net,password123,STUDENT,21CSE960,CSE
Student 961,student961@citchennai.net,password123,STUDENT,23AI-DS961,AI-DS
Student 962,student962@citchennai.net,password123,STUDENT,23EEE962,EEE
Student 963,student963@citchennai.net,password123,STUDENT,23MECH963,MECH
Student 964,student964@citchennai.net,password123,STUDENT,22BME964,BME
Student 965,student965@citchennai.net,password123,STUDENT,23BME965,BME
Student 966,student966@citchennai.net,password123,STUDENT,22ECE966,ECE
Student 967,student967@citchennai.net,password123,STUDENT,21IT967,IT
Student 968,student968@citchennai.net,password123,STUDENT,23CIVIL968,CIVIL
Student 969,student969@citchennai.net,password123,STUDENT,21AI-DS969,AI-DS
Student 970,student970@citchennai.net,password123,STUDENT,22ECE970,ECE
Student 971,student971@citchennai.net,password123,STUDENT,22CSE971,CSE
Student 972,student972@citchennai.net,password123,STUDENT,21AI-DS972,AI-DS
Student 973,student973@citchennai.net,password123,STUDENT,24CIVIL973,CIVIL
Student 974,student974@citchennai.net,password123,STUDENT,22AI-DS974,AI-DS
Student 975,student975@citchennai.net,password123,STUDENT,24EEE975,EEE
Student 976,student976@citchennai.net,password123,STUDENT,21IT976,IT
Student 977,student977@citchennai.net,password123,STUDENT,22AI-DS977,AI-DS
Student 978,student978@citchennai.net,password123,STUDENT,21MECH978,MECH
Student 979,student979@citchennai.net,password123,STUDENT,22AI-DS979,AI-DS
Student 980,student980@citchennai.net,password123,STUDENT,22IT980,IT
Student 981,student981@citchennai.net,password123,STUDENT,21MECH981,MECH
Student 982,student982@citchennai.net,password123,STUDENT,21BME982,BME
Student 983,student983@citchennai.net,password123,STUDENT,24AI-DS983,AI-DS
Student 984,student984@citchennai.net,password123,STUDENT,21EEE984,EEE
Student 985,student985@citchennai.net,password123,STUDENT,24EEE985,EEE
Student 986,student986@citchennai.net,password123,STUDENT,23MECH986,MECH
Student 987,student987@citchennai.net,password123,STUDENT,23CIVIL987,CIVIL
Student 988,student988@citchennai.net,password123,STUDENT,21AI-DS988,AI-DS
Student 989,student989@citchennai.net,password123,STUDENT,23CIVIL989,CIVIL
Student 990,student990@citchennai.net,password123,STUDENT,24MECH990,MECH
Student 991,student991@citchennai.net,password123,STUDENT,21ECE991,ECE
Student 992,student992@citchennai.net,password123,STUDENT,23CSE992,CSE
Student 993,student993@citchennai.net,password123,STUDENT,23EEE993,EEE
Student 994,student994@citchennai.net,password123,STUDENT,24CIVIL994,CIVIL
Student 995,student995@citchennai.net,password123,STUDENT,22CSE995,CSE
Student 996,student996@citchennai.net,password123,STUDENT,21CIVIL996,CIVIL
Student 997,student997@citchennai.net,password123,STUDENT,22MECH997,MECH
Student 998,student998@citchennai.net,password123,STUDENT,22BME998,BME
Student 999,student999@citchennai.net,password123,STUDENT,24IT999,IT
Student 1000,student1000@citchennai.net,password123,STUDENT,23BME1000,BME
